searchName;relationNumber;nameLine1;nameLine2;nameLine3;addressLine1;addressLine2;addressLine3;postalCode;city;countryCode;subentityCode;postOfficeBox;postOfficeBoxPostalcode;postOfficeBoxCity;postOfficeBoxCountry;telephoneNumber;telefaxNumber;emailAddress;internetAddress;contactPerson;typeOfRelation;currencyCode;vatCode;languageCode;relationGroup;paymentTerm;creditLimit;vatNumberOrg;vatNumber
NOAHLSELLNOBODO0001;11696;Ahlsell Norge AS;express Bodø-Alta;;Per Helgesensvei 99;;;8013;BODØ;NO;;;;;;;;;;;1;;0;;1;;;910478656;NO910478656
NOBAASCOMPOLILLE0001;1006311;Baas Component As;-;;Sophie Radichs Vei 21 ;;;2003;Lillestrøm;NO;;;;;;;;;;;1;;0;;1;;;940225663;NO940225663
NOANTRAASLILLE0001;1013036;Antra As;-;;Sophie Radichs Vei 1 ;;;2003;Lillestrøm;NO;;;;;;;;;;;1;;0;;1;;;955455770;NO955455770
NOAKTIVTRYKOSLO0001;1015783;Aktiv Trykk AS;-;;Professor Birkelands V 26 B;;;1081;Oslo;NO;;;;;;;;;;;1;;0;;1;;;910108751;NO910108751
NOASAUTOMAXOSLO0001;1017854;As Automax;-;;Postboks 24 Oppsal  ;;;0619;Oslo;NO;;;;;;;;;;;1;;0;;1;;;933913953;NO933913953
NOASHOYERSOSLO0001;1022425;As Høyers;-;;Stålfjæra 20 ;;;0975;OSLO;NO;;;;;;;;;;;1;;0;;1;;;930250678;NO930250678
NOAMOBLERASOSLO0002;1025972;A-Møbler As;-;;Postboks 67 Alnabru;;;0614;OSLO;NO;;;;;;;;;;;1;;0;;1;;;910082620;NO910082620
NOASSAABLOYOSLO0001;1026301;Assa Abloy Entrance Systems Norway ;-;;Postboks 96 Alnabru;;;0614;OSLO;NO;;;;;;;;;;;1;;0;;1;;;919496126;NO919496126
NOAUTOTRIOAOSLO0001;1026566;Auto-Trio AS;-;;Postboks 123 Alnabru  ;;;0614;Oslo;NO;;;;;;;;;;;1;;0;;1;;;910357905;NO910357905
NOAUTOMATIKOSLO0001;1037233;Automatikk Montasje As;-;;Norderhovgata 37 ;;;0654;Oslo;NO;;;;;;;;;;;1;;0;;1;;;933144178;NO933144178
NOARNEGULBROSLO0001;1038165;Arne Gulbrandsen AS;-;;Grenseveien 65 ;;;0663;OSLO;NO;;;;;;;;;;;1;;0;;1;;;916780648;NO916780648
NOANDREASRUOSLO0001;1042373;Andreas Ruuds Eftf AS;-;;Pilestredet 29 A;;;0166;OSLO;NO;;;;;;;;;;;1;;0;;1;;;963683170;NO963683170
NOASAALESUNALESU0001;1055680;AS Aalesundfisk;-;;Postboks 2021 Skarbøvik;;;6028;ÅLESUND;NO;;;;;;;;;;;1;;0;;1;;;919356626;NO919356626
NOASSPILKAIALESU0001;1058908;A/S Spilka Industri;-;;Langrabben 71 ;;;6013;ÅLESUND;NO;;;;;;;;;;;1;;0;;1;;;916155808;NO916155808
NOASMOREINNALESU0001;1061852;As Møre Innredning;-;;Postboks 9055 Blindheim;;;6023;ÅLESUND;NO;;;;;;;;;;;1;;0;;1;;;914499895;NO914499895
NOASKEISERWALESU0001;1062231;As Keiser Wilhelm;-;;Postboks 60  ;;;6001;Ålesund;NO;;;;;;;;;;;1;;0;;1;;;928001385;NO928001385
NOAALESUNDPVATNE0001;1068014;Aalesund Protective Wear As;-;;Vatnevegen 228 ;;;6265;VATNE;NO;;;;;;;;;;;1;;0;;1;;;934403576;NO934403576
NOASVESTSINGURSK0001;1072610;As Vestsink;-;;Postboks 33;;;6079;GURSKØY;NO;;;;;;;;;;;1;;0;;1;;;928496562;NO928496562
NOAOKRAGSETARAM0001;1075753;A O Kragset Eftf Oddvin Kragset;-;;Kragset  ;;;6149;Åram;NO;;;;;;;;;;;1;;0;;1;;;954354474;NO954354474
NOAPLASTASSKODJ0001;1076066;A-Plast As;-;;Håem Næringsområde 75 ;;;6260;SKODJE;NO;;;;;;;;;;;1;;0;;1;;;950824050;NO950824050
NOASFORMVACHELLE0001;1077932;As Formvac;-;;Bygda 1 ;;;6218;HELLESYLT;NO;;;;;;;;;;;1;;0;;1;;;911754037;NO911754037
NOAALESUNDSALESU0001;1081199;Aalesunds Svømme Og Livredningsklub;-;;Postboks 175   ;;;6001;Ålesund;NO;;;;;;;;;;;1;;0;;1;;;990615233;NO990615233
NOAALESUNDFALESU0001;1081967;Aalesund Filatelistklubb;-;;Postboks 612   ;;;6001;Ålesund;NO;;;;;;;;;;;1;;0;;1;;;993841781;NO993841781
NOAALESUNDSALESU0002;1082254;Aalesunds Ungdomsmusikkorps;-;;Postboks 578   ;;;6001;Ålesund;NO;;;;;;;;;;;1;;0;;1;;;983415334;NO983415334
NOAALESUNDSALESU0003;1082676;Aalesunds Kunstforening;-;;Postboks 594   ;;;6001;Ålesund;NO;;;;;;;;;;;1;;0;;1;;;871572062;NO871572062
NOBSAUREASSYKKY0001;1084250;B.S. Aure A/S;-;;Postboks 38  ;;;6239;Sykkylven;NO;;;;;;;;;;;1;;0;;1;;;846160132;NO846160132
NOAKTIESELSALESU0001;1102821;Aktieselskapet Vinmonopolet;Vinmonopolet As Butikk Ålesund;;Postboks 4409 Sentrum  ;;;6044;Ålesund;NO;;;;;;;;;;;1;;0;;1;;;817209882;NO817209882
NOALTAKRAFTALTA0001;1108588;Alta Kraftlag Sa;-;;Postboks 1602  ;;;9509;Alta;NO;;;;;;;;;;;1;;0;;1;;;971029390;NO971029390
NOARNEPERSEKJOLL0001;1109263;Arne Persen As;-;;Postboks 205  ;;;9790;Kjøllefjord;NO;;;;;;;;;;;1;;0;;1;;;952044389;NO952044389
NOALTAMOTORMOIRA0001;1109610;Alta Motor As;-;;Postboks 4171  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;915975062;NO915975062
NOALTANARINTROND0001;1110733;Alta Næringsforening;-;;Postboks 3261 Torgarden;;;7439;TRONDHEIM;NO;;;;;;;;;;;1;;0;;1;;;970916636;NO970916636
SEAHLSELLSMHALLS0001;1110741;Ahlsell Smv As;-;;box 198;;;694 24;hallsberg;SE;;;;;;;;;;;1;;0;;1;;;831850892;SE831850892
NOAKTIESELSALTA0001;1111129;Aktieselskapet Vinmonopolet;Avd Alta;;Postboks 1230  ;;;9504;Alta;NO;;;;;;;;;;;1;;0;;1;;;817209882;NO817209882
NOALTAMOBLEALTA0001;1111970;Alta Møbler As;-;;Postboks 1086  ;;;9503;Alta;NO;;;;;;;;;;;1;;0;;1;;;937966377;NO937966377
NOALTASKRIVALTA0001;1113059;Alta Skriv & Kopi As;-;;Postboks 1042;;;9503;ALTA;NO;;;;;;;;;;;1;;0;;1;;;968896393;NO968896393
NOASFINNMARMOIRA0001;1113224;As Finnmark Dagblad;Avd Alta;;Postboks 4445  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;934400372;NO934400372
NOALTAKUNSTALTA0001;1113281;Alta Kunstforening;-;;Postboks 1002  ;;;9503;Alta;NO;;;;;;;;;;;1;;0;;1;;;980635945;NO980635945
NOALTAMOTORALTA0001;1114693;Alta Motorsenter As;-;;Postboks 1600  ;;;9509;Alta;NO;;;;;;;;;;;1;;0;;1;;;967960217;NO967960217
NOALTABILLAALTA0001;1118629;Alta Billakkering AS;-;;Aronnesveien 45 ;;;9514;Alta;NO;;;;;;;;;;;1;;0;;1;;;944601309;NO944601309
NOAKKARFJORAKKAR0002;1119700;Akkarfjord Forbrukerlag Sa;Avd Pib;;Postboks 145  ;;;9650;Akkarfjord;NO;;;;;;;;;;;1;;0;;1;;;958019661;NO958019661
NOASKERSERVASKER0001;1130285;Asker Serviceverksted K Bruheim;-;;Postboks 317   ;;;1372;Asker;NO;;;;;;;;;;;1;;0;;1;;;841631692;NO841631692
NOASKERSKIKASKER0001;1130293;Asker Skiklubb;-;;Kirkeveien 221 ;;;1383;Asker;NO;;;;;;;;;;;1;;0;;1;;;975820645;NO975820645
NOASKERSVOMNESBR0001;1130376;Asker Svømmeklubb;-;;Devikveien 6 ;;;1394;NESBRU;NO;;;;;;;;;;;1;;0;;1;;;975633365;NO975633365
NOALTMULIGMASK0001;1143379;Alt Mulig Mannen Salg/Servicetjenes;-;;Postboks 10  ;;;5326;Ask;NO;;;;;;;;;;;1;;0;;1;;;956392756;NO956392756
NOASREGULATBERGE0001;1148659;As Regulator;-;;Postboks 80 Kokstad;;;5863;BERGEN;NO;;;;;;;;;;;1;;0;;1;;;915335209;NO915335209
NOALVOENRIDBERGE0001;1150390;Alvøen Rideklubb;-;;Postboks 2444 Drotningsvik  ;;;5834;Bergen;NO;;;;;;;;;;;1;;0;;1;;;982514258;NO982514258
NOANLEGGSGAOLSVI0001;1153931;Anleggsgartnermester Wikholm As;-;;Olsvikskjenet 141 ;;;5184;OLSVIK;NO;;;;;;;;;;;1;;0;;1;;;957818757;NO957818757
NOASKOYMOBLKLEPP0001;1157155;Askøy Møbler As Møbelsenteret På As;-;;Postboks 134  ;;;5322;Kleppestø;NO;;;;;;;;;;;1;;0;;1;;;935328705;NO935328705
NOASRADIOSEKLEPP0001;1157486;As Radioservice Askøy;-;;Postboks 160  ;;;5322;Kleppestø;NO;;;;;;;;;;;1;;0;;1;;;944541756;NO944541756
NOARNAMOTORBERGE0001;1158617;Arna Motorbåtlag;-;;Postboks 137 Indre Arna  ;;;5888;Bergen;NO;;;;;;;;;;;1;;0;;1;;;995403692;NO995403692
NOASPETTERSBERGE0001;1162635;A/S Pettersson & Gjellesviks Elektr;-;;Postboks 2013 Nordnes  ;;;5817;Bergen;NO;;;;;;;;;;;1;;0;;1;;;915211631;NO915211631
NOACCOUNTORFUSA0001;1188143;Accountor Fusa As;-;;Postboks 13   ;;;5648;Fusa;NO;;;;;;;;;;;1;;0;;1;;;955462165;NO955462165
NOASSAFASAMTYSSE0001;1190750;As Safa-Samnanger Fabrikker;-;;Ytre-Tysse 23 ;;;5650;Tysse;NO;;;;;;;;;;;1;;0;;1;;;953325284;NO953325284
NOARBEIDERBOSLO0001;1216431;Arbeiderbevegelsens Rus- Og Sosialp;-;;Torggata 1 ;;;0181;Oslo;NO;;;;;;;;;;;1;;0;;1;;;968279297;NO968279297
NOBAKKENMOTDRAMM0001;1241389;Bakken Motor As;-;;Kobbervikdalen 115 ;;;3036;Drammen;NO;;;;;;;;;;;1;;0;;1;;;951468215;NO951468215
NOALBJERKBIDRAMM0002;1247584;Albjerk Bil As;-;;Postboks 431 Brakerøya;;;3002;DRAMMEN;NO;;;;;;;;;;;1;;0;;1;;;937703171;NO937703171
NOALVGJESTVLILLE0001;1251867;Alv Gjestvang Cutrin Norge AS;-;;Postboks 480 ;;;2603;LILLEHAMMER;NO;;;;;;;;;;;1;;0;;1;;;977208769;NO977208769
NOAKTIESELSDRAMM0001;1255694;Aktieselskapet Vinmonopolet;Butikk Bragernes;;Postboks 9714 Torget Vest  ;;;3010;Drammen;NO;;;;;;;;;;;1;;0;;1;;;817209882;NO817209882
NOASHURUMPLSATRE0001;1268887;AS Hurum Plastindustri;-;;Åsveien 15 ;;;3475;SÆTRE;NO;;;;;;;;;;;1;;0;;1;;;957778003;NO957778003
NOARTSCRAFTLIERS0002;1273432;Arts & Crafts As;-;;Postboks 64  ;;;3421;Lierskogen;NO;;;;;;;;;;;1;;0;;1;;;958038232;NO958038232
NOASNORSKESOSLO0001;1274422;A/S Norske Shell;-;;Postboks 40 ;;;0107;Oslo;NO;;;;;;;;;;;1;;0;;1;;;914807077;NO914807077
NOABASASLIERS0001;1274612;Abas As;-;;Postboks 51  ;;;3421;Lierskogen;NO;;;;;;;;;;;1;;0;;1;;;968913468;NO968913468
NOALFANORDISKOTS0001;1278936;Alfa Nordic As;-;;Verksveien 7 ;;;3330;SKOTSELV;NO;;;;;;;;;;;1;;0;;1;;;952090542;NO952090542
NOASBYGGFORSLEMM0001;1281252;AS Byggform;-;;Postboks 90 ;;;3471;SLEMMESTAD;NO;;;;;;;;;;;1;;0;;1;;;952415603;NO952415603
NOASJOMNABRJOMNA0001;1289636;As Jømna Brug;-;;Kverndalsvegen 40 ;;;2416;Jømna;NO;;;;;;;;;;;1;;0;;1;;;913254368;NO913254368
NOARNESENSLKOPPA0001;1289784;Arnesens Landhandleri;-;;.  ;;;2480;Koppang;NO;;;;;;;;;;;1;;0;;1;;;976389514;NO976389514
NOALVDALBOKALVDA0001;1293083;Alvdal Bok- Og Papirhandel A/S;-;;Steia 14 ;;;2560;Alvdal;NO;;;;;;;;;;;1;;0;;1;;;928263975;NO928263975
NOASELVERUMELVER0001;1299551;As Elverum Begravelsesbyrå;-;;St. Olavs Gate 8 ;;;2414;Elverum;NO;;;;;;;;;;;1;;0;;1;;;932083434;NO932083434
NOANDSLIMOEBARDU0001;1306109;Andslimoen Bil As;-;;Postboks 1184  ;;;9326;Bardufoss;NO;;;;;;;;;;;1;;0;;1;;;951738808;NO951738808
NOADVOKATFIFLEKK0001;1306455;Advokatfirmaet Andersen & Andersen ;-;;Postboks 1  ;;;4401;Flekkefjord;NO;;;;;;;;;;;1;;0;;1;;;968681672;NO968681672
NOANDERSENMFLEKK0001;1307305;Andersen Mek Verksted AS;-;;Svegeskogen 2;;;4401;Flekkefjord;NO;;;;;;;;;;;1;;0;;1;;;945688823;NO945688823
NOAFAERONMOFLEKK0001;1307479;Af Aeronmollier As;-;;Nulandsvika 8 ;;;4400;FLEKKEFJORD;NO;;;;;;;;;;;1;;0;;1;;;937775741;NO937775741
NOAGGREKONOOSLO0001;1314681;Aggreko Norway As;-;;Tevlingveien 15 ;;;1081;OSLO;NO;;;;;;;;;;;1;;0;;1;;;923545921;NO923545921
NOASDEMOKRAAREND0001;1316207;As Demokraten;-;;Postboks 8  ;;;4801;Arendal;NO;;;;;;;;;;;1;;0;;1;;;934297113;NO934297113
NOASOMBEPLASELLE0001;1324987;AS OM Be Plast;-;;Galtungveien 65 ;;;1651;Sellebakk;NO;;;;;;;;;;;1;;0;;1;;;915000452;NO915000452
NOARBEIDSTIHAMAR0001;1328939;Arbeidstilsynet Østfold Og Akershus;-;;Postboks 4104  ;;;2307;Hamar;NO;;;;;;;;;;;1;;0;;1;;;974771632;NO974771632
NOASBATBUAFREDR0001;1330752;As Båtbua;-;;Trosvikstranda 11 A;;;1608;Fredrikstad;NO;;;;;;;;;;;1;;0;;1;;;945287802;NO945287802
NOBAKOASMOIRA0001;1340595;Bako As;-;;Postboks 4110 ;;;8608;MO I RANA;NO;;;;;;;;;;;1;;0;;1;;;912636410;NO912636410
NOARVEHELLUBRAND0001;1341924;Arve Hellum AS;-;;Torgvegen 4 ;;;2760;BRANDBU;NO;;;;;;;;;;;1;;0;;1;;;912603520;NO912603520
NOALFASKOASGRAN0001;1342013;Alfa Sko As;-;;Jarenstranda 12 ;;;2750;Gran;NO;;;;;;;;;;;1;;0;;1;;;951001880;NO951001880
NOASHADELANMOIRA0001;1342351;As Hadeland;-;;Postboks 4445  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;912227111;NO912227111
NOASJOTUNHEFAGER0001;1348507;As Jotunheimen Og Valdresruten Bils;-;;Postboks 123   ;;;2901;Fagernes;NO;;;;;;;;;;;1;;0;;1;;;945968915;NO945968915
NOBACKEOPPLTROND0001;1351857;Backe Oppland As;-;;Postboks 6537 Torgarden  ;;;7439;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;938034087;NO938034087
NOASSNERTINSNERT0001;1362409;As Snertingdal Auto;-;;Snertingdalsvegen 1740 ;;;2838;SNERTINGDAL;NO;;;;;;;;;;;1;;0;;1;;;816061652;NO816061652
NOASGJOVIKSGJOVI0001;1366731;As Gjøvik Skofabrik;-;;Storgata 14 ;;;2815;Gjøvik;NO;;;;;;;;;;;1;;0;;1;;;912005828;NO912005828
NOALFAINSTAGJOVI0001;1368901;Alfa Installasjon As;-;;Wergelands Gate 9 A;;;2821;Gjøvik;NO;;;;;;;;;;;1;;0;;1;;;967725560;NO967725560
NOASOPPLANDMOIRA0001;1370519;As Oppland Arbeiderblad;-;;Postboks 4458  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;932546329;NO932546329
NOASKATEKNITISTE0001;1379148;Askå Tekniske As;-;;Skolegata 35 ;;;1792;Tistedal;NO;;;;;;;;;;;1;;0;;1;;;918240039;NO918240039
NOASHALDENAMOIRA0001;1382282;As Halden Arbeiderblad;-;;Postboks 4458  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;933799301;NO933799301
NOARBEIDSRETROND0001;1383736;Arbeidsretten;-;;Postboks 4746 Torgarden;;;7468;TRONDHEIM;NO;;;;;;;;;;;1;;0;;1;;;971525681;NO971525681
NOALTUSINTESTAVA0002;1386333;Altus Intervention As;-;;Postboks 281 Forus  ;;;4066;Stavanger;NO;;;;;;;;;;;1;;0;;1;;;829046652;NO829046652
NOAUDSAUDHAFORRE0001;1395656;Auds Aud Haga Johnsen;-;;Granlivegen 12 B;;;5563;Førresfjorden;NO;;;;;;;;;;;1;;0;;1;;;953864207;NO953864207
NOARBEIDERPHAUGE0001;1401199;Arbeiderpartiet;Avd Haugesund Arbeiderparti;;Postboks 66   ;;;5501;Haugesund;NO;;;;;;;;;;;1;;0;;1;;;971526939;NO971526939
NOALFEEALFWSKANE0001;1403294;Alfee Alf W Christophersen;-;;Postboks 66  ;;;5594;Skånevik;NO;;;;;;;;;;;1;;0;;1;;;956271827;NO956271827
NOASMARINELKOPER0001;1406057;As Marin Elektro;-;;Stølebuktvegen 8 A;;;4250;Kopervik;NO;;;;;;;;;;;1;;0;;1;;;918451684;NO918451684
NOASKOPERVIKOPER0001;1406685;As Kopervik Herreklær;-;;Postboks 108   ;;;4291;Kopervik;NO;;;;;;;;;;;1;;0;;1;;;943787026;NO943787026
NOASPLASTROKOPER0001;1407030;As Plastron;-;;Postboks 177   ;;;4291;Kopervik;NO;;;;;;;;;;;1;;0;;1;;;923889205;NO923889205
NOASKIASKOPER0001;1407584;Aski As;-;;Postboks 1033 Bygnes  ;;;4294;Kopervik;NO;;;;;;;;;;;1;;0;;1;;;926733036;NO926733036
NOASGLADEBOHAUGE0001;1415306;As Glade Bord;-;;Longhammarvegen 27 ;;;5536;Haugesund;NO;;;;;;;;;;;1;;0;;1;;;923637125;NO923637125
NOASTRANSPOSKJET0001;1432392;As Transportprodukter;-;;Lahaugmoveien 68 ;;;2013;SKJETTEN;NO;;;;;;;;;;;1;;0;;1;;;926002406;NO926002406
NOASOSCARSUKIRKE0001;1435726;As Oscar Sundquist;-;;Postboks 149   ;;;9915;Kirkenes;NO;;;;;;;;;;;1;;0;;1;;;916425023;NO916425023
NOANICURAKOSKREI0001;1439520;Anicura Kongsvinger Veterinærklinik;-;;Postboks 73  ;;;2857;Skreia;NO;;;;;;;;;;;1;;0;;1;;;975961850;NO975961850
NOARNEBERGLFLISA0001;1445113;Arneberg & Lund Elektro As;-;;Negardsvegen 25 ;;;2270;Flisa;NO;;;;;;;;;;;1;;0;;1;;;935179874;NO935179874
NOASHODNEKRIST0001;1461219;As Hodne;-;;Postboks 192  ;;;4662;Kristiansand S;NO;;;;;;;;;;;1;;0;;1;;;912703835;NO912703835
NOARBEIDSTIHAMAR0002;1463561;Arbeidstilsynet Sør-Norge;-;;Postboks 4104  ;;;2307;Hamar;NO;;;;;;;;;;;1;;0;;1;;;974771721;NO974771721
NOASREGNSKADOVRE0001;1485960;As Regnskap;-;;Jøndalsvegen 3 C;;;2662;Dovre;NO;;;;;;;;;;;1;;0;;1;;;933187756;NO933187756
NOAKZONOBELRJUKA0001;1496660;Akzo Nobel Pulp And Performance Che;-;;Svaddevegen 119 ;;;3660;RJUKAN;NO;;;;;;;;;;;1;;0;;1;;;964102651;NO964102651
NOASRANABLAMOIRA0001;1496959;As Rana Blad;-;;Postboks 4445  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;915292372;NO915292372
HUALCOANORWSZEKE0002;1508670;Alcoa Norway Ans;Avd Mosjøen;;Po Box/Pf. 916/1;;;8050;Szekesfehervar;HU;;;;;;;;;;;1;;0;;1;;;929514173;HU929514173
NOABRANDTHAMOSJO0001;1509702;A Brandth As;-;;Postboks 147;;;8651;MOSJØEN;NO;;;;;;;;;;;1;;0;;1;;;910774115;NO910774115
NOADVOKATFINAMSO0001;1512391;Advokatfirma Haugland Og Lysø As;-;;Postboks 22 Sentrum  ;;;7801;Namsos;NO;;;;;;;;;;;1;;0;;1;;;979393172;NO979393172
NOASOIVINDJNAMSO0002;1512714;As Øivind Johansen;-;;Postboks 163 Sentrum  ;;;7801;Namsos;NO;;;;;;;;;;;1;;0;;1;;;913188292;NO913188292
NOBROTHEASNAMSO0001;1513688;B Røthe As;-;;Postboks 339 Sentrum  ;;;7801;Namsos;NO;;;;;;;;;;;1;;0;;1;;;915606318;NO915606318
NOASJOHSSKEMOIRA0001;1519420;As Johs Skeie;Avd Pib Joker Foldereid;;Postboks 4781  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;915921736;NO915921736
NOALFREDSORMOIRA0001;1521319;Alfred Sørgaard Eftf As;Avd Pib Spar Flatanger;;Postboks 4781  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;953348853;NO953348853
NOASFISKEVEFLATR0001;1528561;As Fiskevegn;-;;FISKEVEGN;;;6717;FLATRAKET;NO;;;;;;;;;;;1;;0;;1;;;924407573;NO924407573
NOANTONSENSNORDF0001;1535202;Antonsens Jernvare As;-;;Postboks 29;;;6771;NORDFJORDEID;NO;;;;;;;;;;;1;;0;;1;;;954763684;NO954763684
NOASBJORNLUKONGS0001;1549260;Asbjørn Lund As;-;;Postboks 274  ;;;3603;Kongsberg;NO;;;;;;;;;;;1;;0;;1;;;992105887;NO992105887
NOASODDAVVSODDA0001;1559319;As Odda Vvs Senter;-;;Postboks 14   ;;;5751;Odda;NO;;;;;;;;;;;1;;0;;1;;;959196907;NO959196907
NOBMIKKELSEODDA0001;1563410;B Mikkelsen As;-;;Smelteverket 118 ;;;5750;Odda;NO;;;;;;;;;;;1;;0;;1;;;959682496;NO959682496
NOANDERSENBPORSG0001;1567973;Andersen Begravelsesbyrå;-;;Postboks 30;;;3901;PORSGRUNN;NO;;;;;;;;;;;1;;0;;1;;;875345192;NO875345192
NOASSIGURDHOSLO0002;1570548;As Sigurd Hesselberg;Avd Bygg;;Postboks 185 Økern  ;;;0510;Oslo;NO;;;;;;;;;;;1;;0;;1;;;912659089;NO912659089
NOASVAKUUMSSARPS0001;1587286;As Vakuumsystemer;-;;Postboks 1045 Valaskjold  ;;;1705;Sarpsborg;NO;;;;;;;;;;;1;;0;;1;;;932564939;NO932564939
NOALUREHABAKLEPP0001;1597129;Alu Rehab AS;-;;Bedriftsvegen 23 ;;;4353;Klepp Stasjon;NO;;;;;;;;;;;1;;0;;1;;;941181953;NO941181953
NOATJEMSLANBRYNE0001;1601681;A Tjemsland As;-;;Storgata 9 ;;;4340;BRYNE;NO;;;;;;;;;;;1;;0;;1;;;992696109;NO992696109
NOATECASBRYNE0001;1602481;Atec As;-;;Industrivegen 8 ;;;4344;Bryne;NO;;;;;;;;;;;1;;0;;1;;;963561458;NO963561458
NOAUTO2000ASANDN0001;1605823;Auto 2000 As;-;;Postboks 1123 Lura  ;;;4391;Sandnes;NO;;;;;;;;;;;1;;0;;1;;;919213566;NO919213566
NOALSTAHAUGHEROY0005;1609387;Alstahaug Kommune;Avd Bjarnetjønna Skole;;.  ;;;8850;Herøy;NO;;;;;;;;;;;1;;0;;1;;;938712441;NO938712441
NOAARNESASABORGE0001;1618800;Aarnes As Amerikanske Bildeler;-;;Postboks 14  ;;;1740;Borgenhaugen;NO;;;;;;;;;;;1;;0;;1;;;930055395;NO930055395
NOALFGRAARUGRALU0001;1621051;Alf Graarud Motor As;-;;Kalnesveien 5 ;;;1712;Grålum;NO;;;;;;;;;;;1;;0;;1;;;931778757;NO931778757
NOASBETONGBGRALU0001;1626449;As Betongbygg;-;;Postboks 90 ;;;1713;GRÅLUM;NO;;;;;;;;;;;1;;0;;1;;;929257650;NO929257650
NOADVOKATFISARPS0004;1636661;Advokatfirmaet Grindstad & Co Ans;-;;Postboks 414;;;1703;SARPSBORG;NO;;;;;;;;;;;1;;0;;1;;;955055721;NO955055721
NOAUTODATAASARPS0001;1636943;Autodata AS;-;;Postboks 345;;;1702;SARPSBORG;NO;;;;;;;;;;;1;;0;;1;;;963750129;NO963750129
NOASSTANSEMSARPS0001;1636968;AS Stansemakeren;-;;Postboks 347;;;1702;SARPSBORG;NO;;;;;;;;;;;1;;0;;1;;;937110286;NO937110286
NOAALLULEFOBOITE0001;1645597;Aall Ulefos;-;;Postboks 3   ;;;3833;Bø I Telemark;NO;;;;;;;;;;;1;;0;;1;;;953448602;NO953448602
NOANTONWJOHSKIEN0001;1653534;Anton W Johansen As;-;;Lundegata 35 ;;;3717;Skien;NO;;;;;;;;;;;1;;0;;1;;;932861925;NO932861925
NOBANDAKASKONGS0001;1657741;Bandak As;-;;Postboks 3 ;;;3602;KONGSBERG;NO;;;;;;;;;;;1;;0;;1;;;916242220;NO916242220
NOALSVAGPLASORTL0001;1659234;Alsvåg Plater As;-;;Postboks 263   ;;;8401;Sortland;NO;;;;;;;;;;;1;;0;;1;;;984687656;NO984687656
NOASVESTERATROND0001;1662329;As Vesterålens Avis;-;;Postboks 8911 Torgarden  ;;;7439;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;917133875;NO917133875
NOASMYREELESORTL0001;1663400;As Myre Elektronikkservice;-;;Vesterålsgata 70 ;;;8400;SORTLAND;NO;;;;;;;;;;;1;;0;;1;;;930879924;NO930879924
NOASMYREBILMYRE0001;1664754;As Myre Bilservice;-;;Storgata 58 ;;;8430;Myre;NO;;;;;;;;;;;1;;0;;1;;;928153894;NO928153894
NOANDOYASPAANDEN0001;1672047;Andøya Space Center AS;-;;Bleiksveien 46 ;;;8480;Andenes;NO;;;;;;;;;;;1;;0;;1;;;979122721;NO979122721
NOANSYNGVARANDEN0001;1672484;Ans Yngvar J Fredheim;-;;Postboks 136  ;;;8483;Andenes;NO;;;;;;;;;;;1;;0;;1;;;955714326;NO955714326
NOANDOYPOSTTROND0001;1672526;Andøyposten As;-;;Postboks 8911 Torgarden  ;;;7439;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;924319712;NO924319712
NOANDENESSEANDEN0001;1672963;Andenes Servicesenter As;-;;Postboks 12  ;;;8483;Andenes;NO;;;;;;;;;;;1;;0;;1;;;885574092;NO885574092
NOANDENESBAANDEN0001;1673243;Andenes Baptistmenighet;-;;Postboks 266  ;;;8483;Andenes;NO;;;;;;;;;;;1;;0;;1;;;975755207;NO975755207
NOANDOYTAXIANDEN0001;1673508;Andøy Taxi Sa;-;;Falcksgate 9 ;;;8480;Andenes;NO;;;;;;;;;;;1;;0;;1;;;966777478;NO966777478
NOASBREDESESNASA0001;1674696;As Brede Servicestasjon;-;;Breidesvegen 5 ;;;7760;SNÅSA;NO;;;;;;;;;;;1;;0;;1;;;938213259;NO938213259
NOAUSTADMASINDER0001;1680156;Austad Maskinstasjon As;-;;Søndre Lensmyrvegen 3 ;;;7670;Inderøy;NO;;;;;;;;;;;1;;0;;1;;;969026244;NO969026244
NOASRORAFABTROND0001;1680180;A/S Røra Fabrikker;-;;Postboks 6194 Torgarden;;;7435;TRONDHEIM;NO;;;;;;;;;;;1;;0;;1;;;916915144;NO916915144
NOAASENFIVESTJOR0001;1686674;Aasen & Five As;-;;Gamle Kongeveg 11 ;;;7503;Stjørdal;NO;;;;;;;;;;;1;;0;;1;;;963753144;NO963753144
