searchName;relationNumber;nameLine1;nameLine2;nameLine3;addressLine1;addressLine2;addressLine3;postalCode;city;countryCode;subentityCode;postOfficeBox;postOfficeBoxPostalcode;postOfficeBoxCity;postOfficeBoxCountry;telephoneNumber;telefaxNumber;emailAddress;internetAddress;contactPerson;typeOfRelation;currencyCode;vatCode;languageCode;relationGroup;paymentTerm;creditLimit;vatNumberOrg;vatNumber
NOADVOKATFIOSLO0027;10014673213;Advokatfirmaet Hellerud Petersen As;-;;Drammensveien 82 C;;;0271;Oslo;NO;;;;;;;;;;;1;;0;;1;;;998497299;NO998497299
NOADVOKATFISANDV0001;10014694672;Advokatfirma Bjørnar Eilertsen;-;;Postboks 13  ;;;1300;Sandvika;NO;;;;;;;;;;;1;;0;;1;;;980855457;NO980855457
NOBAMBLEFARSTATH0001;10014715238;Bamble Farve Eiendom As;-;;Postboks 25   ;;;3995;Stathelle;NO;;;;;;;;;;;1;;0;;1;;;971060697;NO971060697
NOAMBIENTEHOSLO0001;10014767601;Ambiente Holding Ans;-;;Postboks 909 Sentrum;;;0104;OSLO;NO;;;;;;;;;;;1;;0;;1;;;977263069;NO977263069
NLACTRONICSALMEL0001;10014851561;Actronics As;-;;Postbus 153;;;7600 AD;Almelo;NL;;;;;;;;;;;1;;0;;1;;;998052165;NL998052165
SEAGILITYABHELSI0001;10014914591;Agility AB;-;;Box 15024;;;25015;Helsingborg;SE;;;;;;;;;;;1;;0;;1;;;556005-3877;SE556005-3877
NOBALDERBRYSOGNE0001;10014947096;Balder Brygg As;-;;Trysnesveien 447;;;4641;Søgne;NO;;;;;;;;;;;1;;0;;1;;;997363035;NO997363035
NOADVOKATFIOSLO0028;10014959091;Advokatfirma Vectio Da;-;;Postboks 6888 St.Olavs Plass  ;;;0130;Oslo;NO;;;;;;;;;;;1;;0;;1;;;998791758;NO998791758
NOADVOKATHJROYKE0001;10014998610;Advokathjelpen As;-;;Postboks 142   ;;;3441;Røyken;NO;;;;;;;;;;;1;;0;;1;;;998575877;NO998575877
NOABBVIEASFORNE0001;10014999923;Abbvie As;-;;Postboks 1  ;;;1330;Fornebu;NO;;;;;;;;;;;1;;0;;1;;;998085497;NO998085497
NOATNAOLASTROND0001;10015024739;Atna Øl AS;-;;Postboks 3261 Torgarden;;;7439;TRONDHEIM;NO;;;;;;;;;;;1;;0;;1;;;992851724;NO992851724
NOANHTYPHAMOSLO0001;10015032682;Anh Ty Pham Huynh;-;;Lindebergåsen 5 E;;;1071;OSLO;NO;;;;;;;;;;;1;;0;;1;;;997277104;NO997277104
SEALLERMEDIFROSO0001;10015045312;Aller Media As;Ettersending;;Fe10101;;;838 78;Frösön;SE;;;;;;;;;;;1;;0;;1;;;910119877;SE910119877
NOALERISUNGBARDU0001;10015084295;Aleris Ungplan & Boi AS;Region Nord Nymogården Bofellesskap;;.  ;;;9325;Bardufoss;NO;;;;;;;;;;;1;;0;;1;;;985194653;NO985194653
NOASPLANVIAAREND0003;10015088882;Asplan Viak As;Avd Leikanger;;Postboks 701 Stoa  ;;;4808;Arendal;NO;;;;;;;;;;;1;;0;;1;;;910209205;NO910209205
NOAQWAASSANDE0001;10015103715;Aqwa As;-;;Hegnasletta 11 ;;;3217;Sandefjord;NO;;;;;;;;;;;1;;0;;1;;;998593956;NO998593956
NOANNETHEASVINTE0001;10015117194;Annethe As;-;;Kongeveien 197 ;;;1407;Vinterbro;NO;;;;;;;;;;;1;;0;;1;;;998047870;NO998047870
NOAEXPOASOSLO0001;10015154205;Aexpo As;-;;Bygdøy Allé 23 ;;;0262;Oslo;NO;;;;;;;;;;;1;;0;;1;;;998552656;NO998552656
NOARNAINVESBERGE0001;10015158636;Arna Invest As;-;;Postboks 256 Indre Arna  ;;;5888;Bergen;NO;;;;;;;;;;;1;;0;;1;;;997109171;NO997109171
NOADVOKATFIOSLO0029;10015162729;Advokatfirmaet Unneland As;-;;Postboks 1549 Vika  ;;;0117;Oslo;NO;;;;;;;;;;;1;;0;;1;;;998450039;NO998450039
NOASKIMKOMMASKIM0001;10015185134;Askim Kommune;Eiendom Og Intern Service;;Postboks 2003  ;;;1801;Askim;NO;;;;;;;;;;;1;;0;;1;;;840894312;NO840894312
NOBALLANGENBALLA0002;10015201147;Ballangen Energi As;Avd. Butikk;;Postboks 53  ;;;8546;Ballangen;NO;;;;;;;;;;;1;;0;;1;;;971592117;NO971592117
NOALFILARSESTAVA0002;10015274300;Alf I Larsen A/S;Avd Ail Maskin;;Postboks 202 Forus  ;;;4065;Stavanger;NO;;;;;;;;;;;1;;0;;1;;;946295566;NO946295566
NOAGMARITIMKRIST0001;10015301939;Ag Maritime Senter AS;-;;Vågeveien 5 ;;;6509;Kristiansund N;NO;;;;;;;;;;;1;;0;;1;;;998584396;NO998584396
NOAGILITASSNOTOD0001;10015303430;Agilitas Sport As;-;;Storgata 29 ;;;3674;Notodden;NO;;;;;;;;;;;1;;0;;1;;;998862213;NO998862213
NOAVERODAL0001;10015327447;Avero;-;;Vognvegen 6 ;;;2072;DAL;NO;;;;;;;;;;;1;;0;;1;;;990993483;NO990993483
NOAPOTEK1VAOSLO0001;10015330466;Apotek 1 Vadsø As;-;;Postboks 430 Skøyen  ;;;0213;Oslo;NO;;;;;;;;;;;1;;0;;1;;;997331567;NO997331567
NOAUTOTUNINRADE0001;10015360042;Autotuning Import As;-;;Mosseveien 60 ;;;1640;Råde;NO;;;;;;;;;;;1;;0;;1;;;985236305;NO985236305
NOARCTICSPARADAL0001;10015392060;Arctic Spas Vest As;-;;Nordåsdalen 21 ;;;5235;RÅDAL;NO;;;;;;;;;;;1;;0;;1;;;998872367;NO998872367
NOAKEREIENDOSLO0001;10015403016;Aker Eiendomsdrift As;-;;Postboks 1358 Vika  ;;;0113;Oslo;NO;;;;;;;;;;;1;;0;;1;;;983403980;NO983403980
NOALTIPROSJOSLO0001;10015483737;Altiprosjekt As;-;;Frysjaveien 40 ;;;0884;OSLO;NO;;;;;;;;;;;1;;0;;1;;;997497929;NO997497929
NO2OPTIKERETROND0001;10015490559;2Optikere As;-;;Postboks 8990 Torgarden  ;;;7439;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;998643015;NO998643015
NOBALLANGENBALLA0003;10015499238;Ballangen Holding As;-;;Postboks 33  ;;;8546;Ballangen;NO;;;;;;;;;;;1;;0;;1;;;983897177;NO983897177
NOAKELEIEPAALTA0001;10015541153;Akeleie P&A As;-;;Postboks 55 Bossekop  ;;;9501;Alta;NO;;;;;;;;;;;1;;0;;1;;;998615445;NO998615445
NOALLIANCEHOSLO0002;10015565541;Alliance Healthcare Norge As;Avd Bandagister;;Postboks 4593 Nydalen  ;;;0404;Oslo;NO;;;;;;;;;;;1;;0;;1;;;912672719;NO912672719
NOACLIMAASKRODE0001;10015607921;Aclima AS;-;;Sundvollhovet 75 ;;;3535;KRØDEREN;NO;;;;;;;;;;;1;;0;;1;;;928836851;NO928836851
NOADVOKATFIOSLO0030;10015620668;Advokatfirmaet Sterri, Rehman Og He;-;;Postboks 2443 Solli  ;;;0201;Oslo;NO;;;;;;;;;;;1;;0;;1;;;992585749;NO992585749
NOARKOSASVEAVA0001;10015629529;Arkos As;-;;Jovikvegen 60 ;;;4276;VEAVÅGEN;NO;;;;;;;;;;;1;;0;;1;;;997091426;NO997091426
NOADVOKATFILYSAK0002;10015661233;Advokatfirmaet Frøysaa & Bjørkgård ;-;;Postboks 334  ;;;1326;Lysaker;NO;;;;;;;;;;;1;;0;;1;;;997721934;NO997721934
NOADVOKATFIBERGE0010;10015665499;Advokatfirmaet Horneland As;-;;Postboks 302 Sentrum  ;;;5804;Bergen;NO;;;;;;;;;;;1;;0;;1;;;998547210;NO998547210
NOALYKOMEDIOSLO0001;10015665879;Alyko Medical Ab;-;;Postboks 2006 Vika  ;;;0125;Oslo;NO;;;;;;;;;;;1;;0;;1;;;998303834;NO998303834
NOALSTAHAUGTJOTT0001;10015667388;Alstahaug Kommune Helse- Og Sosiale;Tjøtta Eldresenter;;Nordsjøveien 8 ;;;8860;Tjøtta;NO;;;;;;;;;;;1;;0;;1;;;974791161;NO974791161
DKALFREDLUNSVEND0001;10015684250;Alfred Lund'S Eftf;-;;Kattesundet 3;;;5700;Svendborg;DK;;;;;;;;;;;1;;0;;1;;;998690846;DK998690846
NOARBEIDSLYBODO0001;10015695207;Arbeidslys Norge As;-;;Sneveien 11 ;;;8072;Bodø;NO;;;;;;;;;;;1;;0;;1;;;998728088;NO998728088
NOADVOKATFIDOKKA0001;10015713059;Advokatfirmaet Kalsnes & Nygaard As;-;;Postboks 44;;;2882;DOKKA;NO;;;;;;;;;;;1;;0;;1;;;898573052;NO898573052
NO4SERVICEAOSLO0001;10015713521;4Service As;-;;Postboks 248 Økern  ;;;0510;Oslo;NO;;;;;;;;;;;1;;0;;1;;;997649117;NO997649117
NOADVOKATBYBERGE0001;10015729659;Advokatbyrået Paragrafen As;-;;Postboks 35 Ytre Laksevåg  ;;;5848;Bergen;NO;;;;;;;;;;;1;;0;;1;;;998677653;NO998677653
NOAFTENPOSTTROND0001;10015731572;Aftenposten As;Avd Logistikk;;Postboks 1502 Torgarden  ;;;7435;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;890412882;NO890412882
NOALBERTBOETROND0001;10015732067;Albert Bøe Sport As;-;;Postboks 3260 Torgarden  ;;;7439;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;998381886;NO998381886
NOANKERLOKKHEGGE0001;10015742835;Ankerløkken Mek Verksted As;-;;Rødsåsen 11 ;;;1389;HEGGEDAL;NO;;;;;;;;;;;1;;0;;1;;;997195418;NO997195418
NOADAMEIENDSANDN0001;10015824690;Adam Eiendom As;-;;Postboks 1013 Lura  ;;;4391;Sandnes;NO;;;;;;;;;;;1;;0;;1;;;932018055;NO932018055
NOARNAMOTEASTRAU0001;10015825770;Arna Mote As;-;;Postboks 8   ;;;5341;Straume;NO;;;;;;;;;;;1;;0;;1;;;995829738;NO995829738
GBAKZONOBELSWIND0001;10015825986;Akzo Nobel Industrial Coatings AB;-;;Po Box 4055 Interface;Business Park Binknoll Lane;;SN4 4NN;Swindon;GB;;;;;;;;;;;1;;0;;1;;;997607228;GB997607228
NOABLYASLENA0001;10015851149;Ably As;-;;Postboks 187  ;;;2851;Lena;NO;;;;;;;;;;;1;;0;;1;;;998852498;NO998852498
GBAKZONOBELSWIND0002;10015851347;Akzo Nobel Adhesives AB;-;;Po Box 4051;Interface Business Park, Binknoll Lane;;SN4 4NG;Swindon;GB;;;;;;;;;;;1;;0;;1;;;898597962;GB898597962
NOAPPLIEDPEASKER0001;10015881864;Applied Petroleum Technology AS;-;;Torvveien 1 ;;;1383;ASKER;NO;;;;;;;;;;;1;;0;;1;;;999195393;NO999195393
NOAFDECOMASOSLO0002;10015904344;Af Decom As;Avd Tromsø;;Postboks 6272 Etterstad  ;;;0603;Oslo;NO;;;;;;;;;;;1;;0;;1;;;992097442;NO992097442
NOAUSTEVOLLSTORE0003;10015918278;Austevoll Laksepakkeri AS;-;;Prestanesvegen 24;;;5392;Storebø;NO;;;;;;;;;;;1;;0;;1;;;996646734;NO996646734
NOAOBENSINATROND0001;10015919755;Ao Bensin As;-;;Postboks 1530 Torgarden  ;;;7435;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;999001114;NO999001114
NOACUSTUSASSTRAU0001;10015931818;Acustus As;-;;Trollbukta  ;;;8226;Straumen;NO;;;;;;;;;;;1;;0;;1;;;964854173;NO964854173
NOAKVALEVAAMOIRA0001;10015956179;A. Kvalevaag Landhandel As;-;;Postboks 4781  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;999165974;NO999165974
NOAITSERVICBERGE0001;10015961690;A.I.T Services Da;-;;Postboks 30 Sentrum  ;;;5803;Bergen;NO;;;;;;;;;;;1;;0;;1;;;996943194;NO996943194
NOABPELEKTRFARVI0001;10015962995;Abp Elektro As;-;;Postboks 145  ;;;4852;Færvik;NO;;;;;;;;;;;1;;0;;1;;;998583470;NO998583470
NOADVOKATFIOSLO0031;10016003328;Advokatfirmaet Norjus Da;-;;Postboks 3953 Ullevål Stadion  ;;;0806;Oslo;NO;;;;;;;;;;;1;;0;;1;;;979513186;NO979513186
NOAUTOSPESIDAL0001;10016007410;Auto & Spesialtransport As;-;;Postboks 12  ;;;2076;Dal;NO;;;;;;;;;;;1;;0;;1;;;999215661;NO999215661
NOBAMASTORKOSLO0001;10016008566;Bama Storkjøkken AS;Avd Sverre Johnsen;;Postboks 267 Alnabru;;;0614;OSLO;NO;;;;;;;;;;;1;;0;;1;;;995518333;NO995518333
NOBAMASTORKOSLO0002;10016016064;Bama Storkjøkken AS;Avd 186 Lundteigen Storkjøkken Dram;;Postboks 267 Alnabru;;;0614;Oslo;NO;;;;;;;;;;;1;;0;;1;;;995518333;NO995518333
NOARENDALBAHIS0001;10016018060;Arendal Båtskade Service As;-;;Postboks 16  ;;;4853;His;NO;;;;;;;;;;;1;;0;;1;;;896358022;NO896358022
NOAMATREINDBERGE0001;10016028481;A Matre Industritransport As;-;;Postboks 52 Myrdal  ;;;5878;Bergen;NO;;;;;;;;;;;1;;0;;1;;;961078865;NO961078865
NOAKTIESELSSURNA0001;10016029364;Aktieselskapet Vinmonopolet;Avd Butikk Surnadal;;Postboks 104  ;;;6656;Surnadal;NO;;;;;;;;;;;1;;0;;1;;;817209882;NO817209882
NOASKOYHUNDKLEPP0001;10016033259;Askøy Hundeklubb;-;;Postboks 296  ;;;5323;Kleppestø;NO;;;;;;;;;;;1;;0;;1;;;999221793;NO999221793
NOADVOKATFIOSLO0032;10016088204;Advokatfirma Philipson;-;;Postboks 6895 St.Olavs Plass  ;;;0130;Oslo;NO;;;;;;;;;;;1;;0;;1;;;999245889;NO999245889
DKAIGEUROPEFREDE0001;10016099987;Aig Europe Limited;-;;Osvald Helmuths Vej 4, Atrium C;;;2000;Frederiksberg;DK;;;;;;;;;;;1;;0;;1;;;998754194;DK998754194
NOBHRAMBERGDRAMM0002;10016101338;B H Ramberg As;Avd Oslo;;Svend Haugs Gate 11 ;;;3013;Drammen;NO;;;;;;;;;;;1;;0;;1;;;987655364;NO987655364
NOBAMABLOMSOSLO0001;10016146234;Bama Blomster Trading  As;-;;Postboks 267 Alnabru  ;;;0614;Oslo;NO;;;;;;;;;;;1;;0;;1;;;992714409;NO992714409
NOADVOKATHESTRAU0001;10016155565;Advokat Hege Aksnes Mjeldheim;-;;Postboks 43   ;;;5341;Straume;NO;;;;;;;;;;;1;;0;;1;;;998801133;NO998801133
NOAQUAMAXASVESTN0001;10016169715;Aquamax As;-;;Postboks 4  ;;;6399;Vestnes;NO;;;;;;;;;;;1;;0;;1;;;999252087;NO999252087
NOASFALTFREVIKER0001;10016251737;Asfaltfres As;-;;Postboks 36  ;;;3371;Vikersund;NO;;;;;;;;;;;1;;0;;1;;;997686535;NO997686535
NOALFREDNESALESU0001;10016278649;Alfred Nesset Elektro As;-;;Postboks 522   ;;;6001;Ålesund;NO;;;;;;;;;;;1;;0;;1;;;998784808;NO998784808
NOAVESYSTEMNARBO0001;10016287202;Ave Systemer As;-;;Jærvegen 67 ;;;4365;Nærbø;NO;;;;;;;;;;;1;;0;;1;;;997812905;NO997812905
NOARCOSASTROND0001;10016288754;Arcos As;-;;Postboks 3261 Torgarden  ;;;7439;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;897079232;NO897079232
NOADVOKATFIFLORO0001;10016312802;Advokatfirma Blikra, Slotterøy & Fo;-;;Postboks 35;;;6901;FLORØ;NO;;;;;;;;;;;1;;0;;1;;;899546342;NO899546342
NOAIRSPEDASJESSH0002;10016312935;Airsped As;Avd Synergy;;Postboks 324  ;;;2051;Jessheim;NO;;;;;;;;;;;1;;0;;1;;;833208632;NO833208632
NOAUTOFORREASKER0001;10016314352;Auto Forretning As;-;;Postboks 7 Vardåsen  ;;;1399;Asker;NO;;;;;;;;;;;1;;0;;1;;;998796156;NO998796156
NOARNOLDBILALVIK0001;10016319849;Arnold Bilservice As;-;;Ålvikvegen 625 ;;;5614;Ålvik;NO;;;;;;;;;;;1;;0;;1;;;999045332;NO999045332
NOAIRLUXASSANDE0001;10016335456;Airlux AS;-;;Postboks 1723 Kilen;;;3206;SANDEFJORD;NO;;;;;;;;;;;1;;0;;1;;;968616005;NO968616005
CZATLASCOPCPRAHA0001;10016345141;Atlas Copco Tools AS;Avd Kjetil Kaasbøll;;Pankrac House - Lomnickeho 9;;;140 00;Praha 4;CZ;;;;;;;;;;;1;;0;;1;;;834406772;CZ834406772
NOADVOKATFIOSLO0033;10016346420;Advokatfirma Garstecki & Torgersen ;-;;Postboks 1889 Vika  ;;;0124;Oslo;NO;;;;;;;;;;;1;;0;;1;;;999590713;NO999590713
NOATTENDEASSTAVA0001;10016348657;Attende As;Avd Forus;;Forusskogen 9 ;;;4031;STAVANGER;NO;;;;;;;;;;;1;;0;;1;;;961449189;NO961449189
NOALUHAKSYSKLEPP0001;10016356379;Aluhak Systems AS;Avd. Trondheim;;Møllevegen 3 B;;;4353;KLEPP STASJON;NO;;;;;;;;;;;1;;0;;1;;;987888954;NO987888954
CHOMYAINTEROTRIN0001;10016389396;Omya International Ag;-;;Baslerstrasse 42;;;4665;Otringen;CH;;;;;;;;;;;1;;0;;1;;;CH-400.3.024.945-8;CHCH-400.3.024.945-8
NOADVOKATFIOSLO0034;10016398512;Advokatfirmaet Hoel Wollbråten As;-;;Arbeidersamfunnets Pl. 1 ;;;0181;Oslo;NO;;;;;;;;;;;1;;0;;1;;;998755956;NO998755956
NOACCOUNTORTROND0004;10016400813;Accountor AS;Avd Svolvær;;Postboks 3261 Torgarden  ;;;7439;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;981947843;NO981947843
NOALARMEKSPROGNA0001;10016416033;Alarmeksperten As;-;;Postboks 77  ;;;8251;Rognan;NO;;;;;;;;;;;1;;0;;1;;;999544665;NO999544665
NOADVOKATOLLOREN0001;10016421793;Advokat Olga Halvorsen;-;;Kjennveien 130 ;;;1470;Lørenskog;NO;;;;;;;;;;;1;;0;;1;;;985335249;NO985335249
NOAAKSAFETYANDAL0001;10016426750;Aak Safety As;Avd Steinsholdt;;Øran Vest  ;;;6300;Åndalsnes;NO;;;;;;;;;;;1;;0;;1;;;992574623;NO992574623
NOADVOKATFIOSLO0035;10016433707;Advokatfirmaet Braaten Skard Da;-;;Stortingsgata 2 ;;;0158;OSLO;NO;;;;;;;;;;;1;;0;;1;;;999162819;NO999162819
NOAGAASOSLO0002;10016439654;Aga As;-;;Gjerdrums Vei 8;;;0484;Oslo;NO;;;;;;;;;;;1;;0;;1;;;934863909;NO934863909
NOADVOKATFIVERDA0002;10016443128;Advokatfirmaet Simonsen Vogt Wiig A;-;;Neptunvegen 6 ;;;7652;Verdal;NO;;;;;;;;;;;1;;0;;1;;;898783812;NO898783812
NOALTERNATIKRIST0001;10016446170;Alternativt Forum Kristiansund;-;;Postboks 845 Kongens Plass  ;;;6501;Kristiansund N;NO;;;;;;;;;;;1;;0;;1;;;990276331;NO990276331
NOADVOKATFIBERGE0011;10016468729;Advokatfirmaet Simonsen Vogt Wiig A;Avd Bergen;;Postboks 1213 Sentrum  ;;;5811;Bergen;NO;;;;;;;;;;;1;;0;;1;;;898783812;NO898783812
NOADVOKATFISARPS0001;10016469818;Advokatfirmaet Maria Mathisen;-;;Postboks 33;;;1701;SARPSBORG;NO;;;;;;;;;;;1;;0;;1;;;998779030;NO998779030
NOARCEUSASMOSS0001;10016482399;Arceus As;-;;Postboks 8027 Refsnes  ;;;1508;Moss;NO;;;;;;;;;;;1;;0;;1;;;999325335;NO999325335
NOARSTECASGODVI0001;10016499849;Arstec As;-;;Leirvikflaten 15;;;5179;Godvik;NO;;;;;;;;;;;1;;0;;1;;;998900123;NO998900123
NOAUSTEVOLLVESTR0002;10016509522;Austevoll Hud, Spa Og Fotklinikk As;-;;Vinnes 71 ;;;5396;Vestre Vinnesvåg;NO;;;;;;;;;;;1;;0;;1;;;996712532;NO996712532
NOADVOKATFIBERGE0012;10016509563;Advokatfirmaet Magnus Legal As;-;;Postboks 904 Sentrum  ;;;5808;Bergen;NO;;;;;;;;;;;1;;0;;1;;;988513636;NO988513636
NOANICURADYROROS0001;10016539701;Anicura Dyresykehus Oslo As;-;;Kjerkgata 2 ;;;7374;Røros;NO;;;;;;;;;;;1;;0;;1;;;997841646;NO997841646
NOAUSTEVOLLSTORE0004;10016545583;Austevoll Forliksråd;-;;.  ;;;5392;Storebø;NO;;;;;;;;;;;1;;0;;1;;;;NO
NOAPPLUSLABBRYNE0001;10016551797;Applus Laboratories As;-;;Postboks 133   ;;;4349;Bryne;NO;;;;;;;;;;;1;;0;;1;;;899146972;NO899146972
NOAFOFFSHORSANDN0001;10016584194;AF Offshore Mandal AS;-;;Forusbeen 210 ;;;4313;SANDNES;NO;;;;;;;;;;;1;;0;;1;;;994917072;NO994917072
NOADVOKATFIOSLO0036;10016677816;Advokatfirmaet Elden Da;Avd Bergen;;Postboks 6684 St.Olavs Plass  ;;;0129;Oslo;NO;;;;;;;;;;;1;;0;;1;;;980162389;NO980162389
NOAIRFLOWBORANHE0001;10016713959;Airflow Boligventilasjon As;-;;Nedre Grilstadkleiva 33 ;;;7053;Ranheim;NO;;;;;;;;;;;1;;0;;1;;;999593747;NO999593747
NOAUTOKOMPAMOSS0001;10016716028;Autokompaniet As;-;;Årvollskogen 27;;;1529;Moss;NO;;;;;;;;;;;1;;0;;1;;;998187605;NO998187605
NOADVOKATBEOSLO0001;10016734633;Advokat Bernt Christian Birkeland;-;;Postboks 6757 St.Olavs Plass  ;;;0130;Oslo;NO;;;;;;;;;;;1;;0;;1;;;996864758;NO996864758
NOBACKUPBYGOSLO0001;10016771437;Backup Byggpersonell Midt Norge As;-;;Hammersborg Torg 3 ;;;0179;Oslo;NO;;;;;;;;;;;1;;0;;1;;;999247296;NO999247296
NOADVOKATFIOSLO0037;10016800863;Advokatfirmaet Kirkholm As;-;;Henrik Ibsens Gate 28 ;;;0255;OSLO;NO;;;;;;;;;;;1;;0;;1;;;895560952;NO895560952
NOADVOKATFISTAVA0004;10016808411;Advokatfirma Staalesen As;-;;Nordbøgata 9 A;;;4006;Stavanger;NO;;;;;;;;;;;1;;0;;1;;;999605893;NO999605893
NOADVOKATFIOSLO0038;10016843681;Advokatfirmaet H. Fjeldstad;-;;Postboks 6996 St.Olavs Plass  ;;;0130;Oslo;NO;;;;;;;;;;;1;;0;;1;;;995475480;NO995475480
NOANONYMENAOSLO0001;10016856204;Anonyme Narkomane Område Øst Servic;-;;Postboks 85 Lambertseter  ;;;1101;Oslo;NO;;;;;;;;;;;1;;0;;1;;;996042677;NO996042677
NOARROWNORWNEDRE0001;10016856964;Arrow Norway As;Avd Furuset;;Stokkastrandvegen 87;;;5578;Nedre Vats;NO;;;;;;;;;;;1;;0;;1;;;926741969;NO926741969
NOAKTIESELSLONEV0001;10016876277;Aktieselskapet Vinmonopolet;Vinmonopolet As Butikk Lonevåg;;Postboks 10  ;;;5293;Lonevåg;NO;;;;;;;;;;;1;;0;;1;;;817209882;NO817209882
NOADVOKATAROSLO0001;10016877317;Advokat Arild Langenes;-;;Postboks 6761 St.Olavs Plass  ;;;0130;Oslo;NO;;;;;;;;;;;1;;0;;1;;;883559762;NO883559762
NOANLEGGSGAELVER0001;10016890997;Anleggsgartner Arnesen AS;-;;Andreas Grøttings Veg 21 ;;;2408;ELVERUM;NO;;;;;;;;;;;1;;0;;1;;;987780592;NO987780592
NOALVDALSKUALVDA0001;10016892266;Alvdal Skurlag As;-;;Kvebergsveien 9 ;;;2560;ALVDAL;NO;;;;;;;;;;;1;;0;;1;;;999041132;NO999041132
NOALBERTBOETROND0002;10016892274;Albert Bøe Industri & Isenkram As;-;;Postboks 3260 Torgarden  ;;;7439;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;998381959;NO998381959
NOARNETHORSSKIEN0002;10016895384;Arne Thorsen Transport A/S;-;;Kjørbekkdalen 10 ;;;3735;SKIEN;NO;;;;;;;;;;;1;;0;;1;;;831045442;NO831045442
NOAKERSOLUTSTORD0002;10016895889;Aker Solutions As;Avd Sub Stokke;;Postboks 2040  ;;;5409;Stord;NO;;;;;;;;;;;1;;0;;1;;;929877950;NO929877950
NOBAKSTENASSTORD0001;10016914847;Baksten As;-;;Ringvegen 30 ;;;5412;Stord;NO;;;;;;;;;;;1;;0;;1;;;966864613;NO966864613
NO2ROMASHOLME0001;10016950759;2Rom As;-;;Kleivanveien 271 ;;;3086;HOLMESTRAND;NO;;;;;;;;;;;1;;0;;1;;;999130623;NO999130623
NOADVOKATASKOLBO0001;10016962564;Advokat As;-;;Postboks 474  ;;;1411;Kolbotn;NO;;;;;;;;;;;1;;0;;1;;;992149248;NO992149248
NOALTERNATIOSLO0003;10016971904;Alternative News Agency Network;-;;Postboks 22 Veitvet  ;;;0518;Oslo;NO;;;;;;;;;;;1;;0;;1;;;988710067;NO988710067
NOADVOKATFIHAMAR0003;10016976028;Advokatfirmaet Hveberg As;-;;Furnesvegen 130 ;;;2318;HAMAR;NO;;;;;;;;;;;1;;0;;1;;;897773112;NO897773112
NO360GRADERNOTTE0001;10016990201;360 Grader Kiropraktor As;-;;Lundgaardveien 1 A;;;3120;Nøtterøy;NO;;;;;;;;;;;1;;0;;1;;;911566826;NO911566826
NOALLPORTASAGOTN0001;10017185710;All-Port AS;-;;Postboks 74 ;;;5346;ÅGOTNES;NO;;;;;;;;;;;1;;0;;1;;;911724464;NO911724464
NOADVOKATFIELVER0001;10017227827;Advokatfirmaet Rustad;-;;Postboks 141   ;;;2402;Elverum;NO;;;;;;;;;;;1;;0;;1;;;983458025;NO983458025
NOANMAHALATTROND0001;10017229344;Anmahalatro As;-;;Postboks 8619 Ranheim  ;;;7452;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;991784594;NO991784594
NOAQUARAMAAKRIST0001;10017245456;Aquarama Apotek As;-;;Tangen 8 ;;;4608;Kristiansand S;NO;;;;;;;;;;;1;;0;;1;;;999178979;NO999178979
NOADECCOSOLMOIRA0001;10017245688;Adecco Solutions AS;Avd Marineveld;;Postboks 4457  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;959934924;NO959934924
NOANLEGGOSTLILLE0001;10017322776;Anlegg Øst Entreprenør As;-;;Fåberggata 126 ;;;2615;Lillehammer;NO;;;;;;;;;;;1;;0;;1;;;911866773;NO911866773
NOAVENTICSASKI0001;10017343350;Aventics As;-;;Postboks 451  ;;;1401;Ski;NO;;;;;;;;;;;1;;0;;1;;;998548454;NO998548454
NOARGESASALTA0001;10017346023;Arges As;-;;Maurveien 3 ;;;9514;ALTA;NO;;;;;;;;;;;1;;0;;1;;;999516491;NO999516491
NO123KULDEABERGE0001;10017363804;123Kulde As;-;;Postboks 290 Indre Arna  ;;;5888;Bergen;NO;;;;;;;;;;;1;;0;;1;;;911837722;NO911837722
NOAKTIESELSOSLO0006;10017374009;Aktieselskapet Vinmonopolet;Butikk Kiellands Plass;;Postboks 6953 St.Olavsplass;;;0130;Oslo;NO;;;;;;;;;;;1;;0;;1;;;817209882;NO817209882
NOALKORASHUNND0001;10017387969;Alkor As;-;;Postboks 2013 ;;;2811;HUNNDALEN;NO;;;;;;;;;;;1;;0;;1;;;911874172;NO911874172
NOADVOKATFINARVI0001;10017392803;Advokatfirmaet Hienn As;-;;Postboks 202  ;;;8503;Narvik;NO;;;;;;;;;;;1;;0;;1;;;988350923;NO988350923
NOALERISUNGOSLO0001;10017431395;Aleris Ungplan & Boi AS;Avd Bygdøy Alle;;Postboks 3003 Elisenberg;;;0207;OSLO;NO;;;;;;;;;;;1;;0;;1;;;985194653;NO985194653
